date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:22	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/^s+$/	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/^s+$/index.html	(from https://goldenbull.site/js/copy-the-code.js)
22:34:22	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-65ce9ec9-9db0040fd2f701fe;gz%22	https://goldenbull.site/fonts/fa-solid-900.eot	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-solid-900.eot	(from https://goldenbull.site/css/solid.min.css)
22:34:22	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-65ce9ec9-82aa1164863557f3;gz%22	https://goldenbull.site/fonts/fa-solid-900.svg	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-solid-900.svg	(from https://goldenbull.site/css/solid.min.css)
22:34:23	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-65ce9ec9-74d2997d1dbc0804;gz%22	https://goldenbull.site/fonts/fa-solid-900.ttf	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/fonts/fa-solid-900.ttf	(from https://goldenbull.site/css/solid.min.css)
22:34:23	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/AppleWebKit/	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/AppleWebKit/index.html	(from https://goldenbull.site/js/fresco.js)
22:34:23	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/CrMo/	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/CrMo/index.html	(from https://goldenbull.site/js/fresco.js)
22:34:23	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/Chrome/	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/Chrome/index.html	(from https://goldenbull.site/js/fresco.js)
22:34:23	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/IEMobile/	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/IEMobile/index.html	(from https://goldenbull.site/js/fresco.js)
22:34:23	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/${window.location.href}	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/${window.location.href}	(from https://goldenbull.site/js/liquidAnimatedBlob.min.js)
22:34:24	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/${this.getCurrentSrc(	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/${this.getCurrentSrc(	(from https://goldenbull.site/js/theme.min.js)
22:34:24	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/${this.bgUrl}	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/${this.bgUrl}	(from https://goldenbull.site/js/theme.min.js)
22:34:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/${this.isRowBg}	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/${this.isRowBg}	(from https://goldenbull.site/js/theme.min.js)
22:34:25	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/-negative.svg	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/-negative.svg	(from https://goldenbull.site/js/frontend.min.js)
22:34:26	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6466194d-e04cf2f6095ea303;gz%22	https://goldenbull.site/OPR/	D:/LapTrinh%20Html/Project/goldenbull.site/goldenbull.site/OPR/index.html	(from https://goldenbull.site/js/frontend.min.js)
